### Number density nb [fm-3] 	 Chemical potential mu [MeV] 	 Pressure p [MeV/fm3] 	 Energy density e [MeV]
n	mu	p	e
8.3176377e-10	938.584984870285	8.635301591983321e-11	7.805946324651813e-07
9.1201084e-10	938.5941953354546	9.437784575842999e-11	8.559137026612535e-07
1e-09	938.6034058945808	1.0317691e-10	9.385002289845808e-07
1.0964782e-09	938.6126163597501	1.12824909443628e-10	1.0290554471739857e-06
1.2022644e-09	938.621826918876	1.2340374828838802e-10	1.128348203819238e-06
1.3182567e-09	938.6310374404196	1.35003235497381e-10	1.2372216506982863e-06
1.4454398e-09	938.6402480089412	1.4772186612668802e-10	1.3566002504878676e-06
1.5848932e-09	938.6494585962544	1.61667569729688e-10	1.4874974765431553e-06
1.7378008e-09	938.6586692023586	1.76958795711328e-10	1.6310248274710828e-06
1.9054607e-09	938.6678798460456	1.93725312123343e-10	1.788401030086838e-06
2.0892961e-09	938.6770905085237	2.1210951866419997e-10	1.9609622748401407e-06
2.2908677e-09	938.6863012085847	2.3226745653203409e-10	2.150173860414686e-06
2.5118864e-09	938.6955119462281	2.543702706708321e-10	2.3576421199280975e-06
2.7542287e-09	938.7047227120586	2.78605629143433e-10	2.58512888248995e-06
3.0199517e-09	938.7139335248672	3.05179286274412e-10	2.834565560075835e-06
3.3113112e-09	938.7231443846542	3.3431689939240806e-10	3.1080701448007304e-06
3.6307805e-09	938.7323552914196	3.6626580266338997e-10	3.407964864508494e-06
3.9810717e-09	938.7415662545586	4.01297282374644e-10	3.736796185747323e-06
4.3651583e-09	938.7507772740717	4.3970876869011796e-10	4.0973560382806745e-06
4.7863009e-09	938.75998836875	4.818264774670381e-10	4.492705950735871e-06
5.2480746e-09	938.769199529198	5.28007945814064e-10	4.926202783365701e-06
5.7543994e-09	938.7784107648108	5.78645370641776e-10	5.401527278267339e-06
6.3095734e-09	938.7876220943804	6.34168723573398e-10	5.922715239892381e-06
6.9183097e-09	938.7968335179067	6.950495060386339e-10	6.494192190150181e-06
7.5857758e-09	938.806045044785	7.618047207408361e-10	7.1208103726737e-06
8.3176377e-09	938.8152566844112	8.350012441219711e-10	7.807890171089315e-06
9.1201084e-09	938.824468446181	9.15260699427256e-10	8.561265660102122e-06
1e-08	938.8336803488855	1.0032648e-09	9.387333538688856e-06
1.0964782e-08	938.8428924019204	1.0997610557308e-09	1.0293107886380783e-05
1.2022644e-08	938.8521046240772	1.2055688237033998e-09	1.1286279053722331e-05
1.3182567e-08	938.8613170247512	1.32158701190121e-09	1.2375280628375124e-05
1.4454398e-08	938.870529622734	1.44880145934286e-09	1.3569359504178444e-05
1.5848932e-08	938.8797424462127	1.5882923204460403e-09	1.4878652901887093e-05
1.7378008e-08	938.8889554951868	1.7412451211856e-09	1.631427853458582e-05
1.9054607e-08	938.8981688166352	1.9089591258452e-09	1.7888426660694793e-05
2.0892961e-08	938.9073824199528	2.0928598123577703e-09	1.9614462463699807e-05
2.2908677e-08	938.9165963427229	2.29450995055623e-09	2.1507042525604263e-05
2.5118864e-08	938.9258106131322	2.51562283102e-09	2.3582234120050006e-05
2.7542287e-08	938.9350252593675	2.7580785608768605e-09	2.585765986148487e-05
3.0199517e-08	938.9442403190116	3.0239377342488296e-09	2.8352638609831827e-05
3.3113112e-08	938.9534558296469	3.315460935195841e-09	3.1088355484738953e-05
3.6307805e-08	938.9626718476476	3.6351272704145995e-09	3.408803846445296e-05
3.9810717e-08	938.9718884105964	3.98565550595538e-09	3.737715846496387e-05
4.3651583e-08	938.9811055748668	4.37002676105199e-09	4.0983641638672014e-05
4.7863009e-08	938.990323396833	4.791511267159739e-09	4.4938110788388374e-05
5.2480746e-08	938.9995419328689	5.2536968623189796e-09	4.927414275743292e-05
5.7543994e-08	939.0087612675352	5.7605163265622e-09	5.402855400799993e-05
6.3095734e-08	939.0179814666018	6.316284893225581e-09	5.924171249494041e-05
6.9183097e-08	939.027202624025	6.9257365054629496e-09	6.495788430827111e-05
7.5857758e-08	939.0364248149699	7.594062501483919e-09	7.12256038042977e-05
8.3176377e-08	939.0456481521849	8.326957613042849e-09	7.809808789330244e-05
9.1201084e-08	939.0548727484171	9.130671309548879e-09	8.563369165882815e-05
1e-07	939.0640987164151	1.0012056999999999e-08	9.38963978146415e-05
1.0964782e-07	939.0733261877174	1.0978634905578799e-08	0.00010295636440172653
1.2022644e-07	939.0825553126548	1.2038655757279197e-08	0.00011289051383558629
1.3182567e-07	939.0917862509533	1.3201174193320498e-08	0.0001237832027398354
1.4454398e-07	939.1010191811303	1.4476127296513398e-08	0.0001357269228072004
1.5848932e-07	939.1102542817033	1.58744123279764e-08	0.0001488230711938063
1.7378008e-07	939.119491778168	1.74079989662064e-08	0.0001631828524118032
1.9054607e-07	939.1287318866243	1.9090021892570197e-08	0.00017892819906318737
2.0892961e-07	939.1379748701504	2.09348952620231e-08	0.00019619279593054834
2.2908677e-07	939.1472209918251	2.2958448391650198e-08	0.00021512324496310178
2.5118864e-07	939.1564705710999	2.5178059114902403e-08	0.00023588025853083977
2.7542287e-07	939.1657239368236	2.7612809025863495e-08	0.0002586401062832818
3.0199517e-07	939.17498144603	3.0283658894265396e-08	0.0002835960245226464
3.3113112e-07	939.184243502733	3.32136235401648e-08	0.0003109599168138726
3.6307805e-07	939.1935105485278	3.6427998357671997e-08	0.00034096412038425624
3.9810717e-07	939.2027830531975	3.995457302587949e-08	0.0003738634074444065
4.3651583e-07	939.212061552294	4.382388016325929e-08	0.0004099371087143475
4.7863009e-07	939.2213466189522	4.806949959342779e-08	0.0004494915281625568
