### name of eos: 1D/NS/RMF/FSU2R 
### link: https://compose.obspm.fr/eos/214 
### Number density nb [fm-3] 	 Chemical potential mu [MeV] 	 Pressure p [MeV/fm3] 	 Energy density e [MeV] 
n	mu	p	e
0.11220185	0.9551909375549998	0.000546432355914105	0.10662775794099136
0.11481536	0.9557272999889999	0.000611334832099904	0.10912083917796513
0.11748976	0.9563047784160001	0.0006827965103242559	0.11167322239262478
0.12022644	0.956927871585	0.0007616437307905921	0.11428638760665112
0.12302688	0.957599479128	0.0008485410090386881	0.11696193519770427
0.12589253	0.958322235879	0.0009441538782291951	0.11970145695183489
0.12882496	0.959098702491	0.001049173830205248	0.12250667815424973
0.13182567	0.959931434922	0.0011643266598452043	0.12537927790280884
0.13489629	0.9608230191780001	0.0012903791814151409	0.12832108145229593
0.13803843	0.961776077886	0.00142814325012669	0.13133391655281446
0.14125375	0.9627932965860001	0.0015784808517087503	0.13441968276592597
0.14454398	0.9638774303040001	0.0017423084178994199	0.13758037159041336
